age,workclass,fnlwgt,edunum,marital,occupation,relationship,race,sex,capitalgain,capitalloss,hours,native,income
64,1,3784,9,1,5,1,0,0,0,0,15,0, >50K
24,2,14275,10,0,9,3,0,0,0,0,55,0, <=50K
21,0,19985,10,0,1,3,0,1,0,0,20,0, <=50K
28,2,19986,10,1,6,1,0,0,0,0,60,0, >50K
18,5,19987,7,0,11,3,0,0,0,0,25,0, <=50K
41,6,18355,9,1,6,1,0,0,0,0,50,0, <=50K
17,2,19988,5,0,4,3,0,0,0,0,16,0, <=50K
58,2,19989,16,1,3,1,0,0,0,0,50,0, >50K
50,1,562,13,1,5,1,0,0,0,0,8,0, <=50K
30,2,19990,7,3,2,0,3,0,0,0,40,5, <=50K
47,2,19991,9,1,6,1,0,0,0,0,40,0, <=50K
24,2,19992,10,0,5,3,0,0,0,0,20,0, <=50K
50,3,19993,10,1,1,1,1,0,0,0,40,0, <=50K
29,2,19994,14,0,3,0,0,0,0,0,55,33, <=50K
31,1,19995,16,1,3,1,0,0,0,0,40,0, >50K
40,1,8655,9,1,8,1,0,0,0,0,70,0, >50K
31,2,433,10,0,5,0,0,1,0,0,60,0, <=50K
53,2,19996,5,1,9,1,1,0,0,0,40,0, <=50K
33,2,15594,9,0,0,0,0,1,0,0,40,0, <=50K
43,2,16182,13,1,4,1,0,0,0,0,40,0, <=50K
56,2,24,10,1,1,2,0,1,7688,0,50,0, >50K
38,2,4161,13,1,1,2,0,1,0,0,50,0, >50K
18,2,15215,7,0,5,3,0,1,0,0,30,0, <=50K
50,2,8611,9,1,1,1,0,0,0,0,40,0, >50K
78,2,19997,9,6,5,4,0,1,2329,0,12,0, <=50K
27,2,19998,7,1,6,1,0,0,0,0,40,0, <=50K
19,2,19999,10,0,5,3,0,1,0,0,25,0, <=50K
24,0,20000,13,0,10,0,0,1,0,0,40,0, <=50K
20,2,9741,10,0,5,3,0,0,0,1602,15,0, <=50K
25,2,20001,14,0,3,3,0,0,0,0,35,0, <=50K
34,2,20002,13,2,5,0,0,1,0,0,50,0, >50K
30,6,5581,11,1,5,1,0,0,0,0,35,0, <=50K
37,3,20003,14,2,3,0,0,1,0,0,40,0, <=50K
38,2,2804,9,1,9,1,0,0,0,0,48,0, >50K
67,7,7695,9,1,0,1,2,0,0,0,12,13, <=50K
35,2,20004,9,1,7,1,0,0,0,0,30,0, <=50K
75,1,20005,9,1,8,1,0,0,0,0,30,0, <=50K
47,2,20006,10,1,1,2,0,1,0,0,50,0, <=50K
23,2,17121,6,1,2,1,0,0,0,0,40,0, <=50K
51,3,20007,9,2,0,0,0,1,0,0,8,0, <=50K
42,4,20008,9,2,4,0,1,0,0,0,40,0, <=50K
32,2,6423,10,1,10,2,0,1,0,0,32,0, >50K
54,2,20009,9,4,5,4,0,1,0,0,35,0, <=50K
20,2,20010,10,0,2,3,0,1,0,0,40,0, <=50K
39,2,20011,9,1,6,1,0,0,0,0,40,0, >50K
41,2,20012,9,1,6,1,0,0,7688,0,38,0, >50K
35,2,20013,9,0,9,0,0,1,0,0,40,0, <=50K
45,4,1667,13,1,6,1,0,0,0,0,35,0, >50K
27,2,4980,13,0,5,0,0,1,0,0,40,0, <=50K
61,1,20014,4,1,5,1,0,0,0,0,30,0, >50K
41,2,237,9,0,5,0,0,0,0,0,50,0, <=50K
22,2,7120,10,0,10,3,0,0,0,0,40,0, <=50K
55,2,20015,10,1,6,1,1,0,15024,0,40,0, >50K
66,5,20016,13,1,11,1,0,0,0,0,6,0, <=50K
25,2,20017,10,1,6,1,0,0,0,0,40,0, <=50K
20,2,969,10,0,4,3,0,1,0,0,35,0, <=50K
20,2,20018,10,0,9,5,1,1,0,0,35,0, <=50K
67,6,20019,13,1,1,1,0,0,0,0,16,0, <=50K
44,2,20020,10,1,5,1,0,0,0,0,60,0, >50K
42,2,20021,9,1,5,1,0,0,0,0,60,0, >50K
29,4,20022,10,0,0,0,4,0,0,0,40,19, <=50K
48,2,20023,10,0,6,4,0,1,0,0,38,0, >50K
25,2,20024,9,0,0,5,1,1,0,0,40,0, <=50K
31,2,20025,9,2,4,4,0,1,0,0,99,0, >50K
48,2,20026,13,3,5,4,0,1,0,2472,70,0, >50K
40,2,20027,14,2,3,0,0,0,0,0,20,0, <=50K
26,2,16,10,1,5,1,0,0,0,0,40,0, <=50K
28,2,8724,9,1,4,3,0,1,0,0,35,0, <=50K
52,2,8005,10,1,6,1,0,0,0,0,40,0, >50K
41,1,15227,9,1,3,1,0,0,0,0,40,0, <=50K
39,1,13979,13,1,8,2,0,1,0,0,50,0, <=50K
48,2,10820,9,0,0,0,1,1,0,0,16,34, <=50K
19,2,20028,9,0,5,0,0,1,0,0,30,0, <=50K
27,2,19691,10,1,9,1,0,0,0,1651,40,0, <=50K
59,2,14459,11,1,5,1,0,0,0,1740,50,0, <=50K
19,2,20029,10,0,5,5,0,0,0,0,40,0, <=50K
32,2,14010,9,0,2,3,0,0,0,0,50,0, <=50K
39,2,12672,9,0,2,5,0,0,0,0,40,0, <=50K
33,2,9384,9,1,6,1,0,0,0,0,40,0, <=50K
38,2,9276,9,0,2,0,0,0,0,0,40,0, <=50K
27,2,19835,10,0,8,3,0,0,0,0,45,0, <=50K
23,2,20030,9,0,1,3,0,1,0,0,45,0, <=50K
59,5,20031,11,2,11,0,0,0,0,0,48,0, <=50K
25,4,3761,13,0,0,0,2,0,0,0,20,3, <=50K
37,6,20032,12,1,5,1,0,0,0,0,68,0, <=50K
31,2,6389,9,1,7,1,0,0,0,0,65,0, <=50K
24,2,20033,12,0,5,3,0,1,0,0,37,0, <=50K
53,4,20034,13,2,0,4,0,1,0,0,38,24, <=50K
26,2,9076,10,0,2,5,1,0,0,0,40,4, <=50K
25,2,20035,10,1,0,2,0,1,0,0,40,0, >50K
59,2,12955,7,0,9,0,0,0,0,0,40,0, <=50K
39,3,8754,9,2,0,4,0,1,0,0,40,0, <=50K
28,2,20036,10,0,2,3,0,0,0,0,40,0, <=50K
22,2,15334,9,0,2,0,0,0,0,0,40,0, <=50K
20,2,2797,9,0,6,5,0,0,0,0,40,25, <=50K
25,2,20037,10,0,4,3,0,1,0,0,40,0, <=50K
27,2,20038,10,0,6,4,0,0,0,0,50,0, <=50K
20,2,20039,9,0,5,4,0,0,0,0,40,0, <=50K
63,5,20040,10,6,11,0,1,1,0,0,24,0, <=50K
43,1,3657,6,2,8,4,0,0,0,0,25,0, <=50K
39,2,20041,10,2,0,0,0,1,0,0,40,0, <=50K
27,2,1733,13,0,3,0,0,0,0,0,45,0, <=50K
17,2,20042,6,0,5,3,0,1,0,0,5,0, <=50K
40,0,12426,15,1,3,1,0,0,0,0,72,0, <=50K
50,2,19858,10,1,6,1,0,0,0,0,48,0, >50K
23,6,18694,13,0,0,3,0,1,0,0,35,0, <=50K
60,2,9089,9,1,5,1,0,0,7298,0,65,0, >50K
30,2,14985,9,0,1,0,0,1,0,0,40,0, <=50K
24,2,12376,9,1,2,1,0,0,0,0,50,0, <=50K
23,2,1692,13,0,0,3,0,1,0,0,20,0, <=50K
24,2,546,13,1,3,1,0,0,5013,0,30,0, <=50K
45,1,2774,13,1,6,1,0,0,0,0,20,0, <=50K
58,6,9885,10,1,1,1,0,0,7298,0,60,0, >50K
22,2,20043,10,0,5,5,0,0,0,0,20,0, <=50K
41,2,13623,10,0,2,0,0,0,0,0,40,0, <=50K
48,2,20044,4,1,9,1,0,0,0,0,40,0, >50K
31,2,10309,9,2,9,5,0,0,0,0,40,0, <=50K
33,2,1553,15,1,3,1,0,0,0,1977,50,0, >50K
49,6,20045,13,1,1,1,0,0,0,0,50,0, <=50K
30,2,14010,13,1,3,1,0,0,7688,0,50,0, >50K
38,2,15897,9,0,6,0,0,0,0,0,40,0, <=50K
58,4,15825,9,1,7,1,0,0,0,0,48,0, <=50K
58,2,20046,13,2,3,0,0,1,0,0,50,0, <=50K
61,1,468,9,1,1,1,0,0,0,0,40,0, <=50K
58,2,20047,9,1,5,1,0,0,7688,0,40,0, >50K
32,2,5540,11,1,10,1,0,0,0,0,45,0, >50K
33,1,20048,9,2,6,0,0,0,0,0,50,0, <=50K
28,2,20049,13,4,1,0,0,1,0,0,50,0, >50K
22,2,4975,10,0,4,3,0,1,0,0,11,0, <=50K
35,2,150,9,1,6,1,0,0,0,0,40,0, >50K
59,2,20050,9,1,5,1,0,0,0,0,55,0, <=50K
45,6,8305,15,1,1,1,2,0,7688,0,40,4, >50K
50,1,20051,9,1,5,1,1,0,0,0,40,0, <=50K
56,6,20052,8,6,1,0,0,1,0,0,40,0, <=50K
36,1,20053,9,0,6,0,0,0,0,0,40,0, <=50K
18,5,20054,6,0,11,3,0,0,0,0,30,0, <=50K
28,2,20055,10,1,5,1,3,0,0,0,60,0, <=50K
42,2,20056,11,1,3,1,1,0,0,0,40,0, >50K
60,2,20057,9,1,4,1,0,0,0,0,40,0, <=50K
41,6,20058,10,1,5,1,0,0,0,0,91,0, <=50K
42,2,5866,13,1,10,1,0,0,7298,0,45,0, >50K
36,2,6950,9,1,6,1,0,0,0,0,55,0, >50K
52,4,20059,14,1,3,1,0,0,0,0,40,0, >50K
42,1,6672,9,1,7,1,0,0,0,0,40,0, <=50K
26,4,20060,10,1,12,1,0,0,0,0,55,0, >50K
31,4,20061,13,2,3,4,0,1,0,0,40,0, <=50K
47,2,12935,3,4,5,4,0,1,0,0,40,5, <=50K
35,2,20062,10,1,9,1,0,0,0,0,50,0, <=50K
19,2,20063,5,0,2,3,0,0,0,0,25,0, <=50K
59,1,20064,10,1,5,2,0,1,0,0,80,0, >50K
38,2,6436,13,1,1,1,0,0,0,0,40,0, >50K
36,2,20065,13,1,1,1,0,0,0,0,50,0, <=50K
35,2,20066,14,0,1,0,0,1,0,0,55,0, <=50K
39,2,4049,9,1,8,1,0,0,0,0,30,0, <=50K
64,2,4000,10,4,4,0,0,0,0,0,40,0, <=50K
17,4,20067,6,0,4,3,0,1,0,0,25,0, <=50K
49,2,8440,10,1,4,1,0,0,0,0,32,0, <=50K
19,2,9149,10,0,4,3,0,1,0,0,25,0, <=50K
36,1,20068,9,1,3,2,0,1,3137,0,40,0, <=50K
26,2,20069,9,0,2,0,0,0,0,0,45,0, <=50K
27,2,17565,3,0,14,5,0,1,2176,0,40,25, <=50K
66,2,9466,13,1,3,1,0,0,20051,0,40,0, >50K
38,2,20070,4,1,0,1,0,0,0,0,40,0, <=50K
25,2,20071,13,0,1,5,0,1,0,0,25,0, <=50K
19,2,20072,9,0,3,0,0,1,0,0,40,0, <=50K
30,2,20073,12,0,6,0,0,0,4787,0,50,0, >50K
22,2,20074,11,0,1,4,2,0,0,0,40,6, <=50K
60,2,20075,10,2,6,3,0,0,0,0,44,0, >50K
54,2,20076,10,1,10,1,0,0,0,1977,18,0, >50K
46,2,18373,9,4,6,0,0,0,0,0,37,0, <=50K
33,0,20077,10,0,4,3,0,0,0,0,40,0, <=50K
51,4,20078,14,2,1,0,0,1,0,0,40,0, <=50K
43,2,2806,15,1,3,1,0,0,15024,0,60,0, >50K
18,5,20079,9,0,11,3,0,1,0,0,30,0, <=50K
60,6,12777,9,1,8,1,0,0,0,0,25,0, <=50K
39,1,20080,9,1,8,1,0,0,0,0,60,0, <=50K
23,2,12558,13,0,10,3,0,1,3325,0,40,0, <=50K
39,2,14327,12,0,10,0,0,1,0,0,40,0, <=50K
40,4,13111,10,0,1,0,0,0,0,0,40,0, <=50K
48,2,14711,10,1,1,1,0,0,0,0,65,0, >50K
24,2,20081,9,0,2,5,0,0,0,0,40,0, <=50K
32,2,20082,9,2,2,0,0,0,0,0,40,0, <=50K
31,1,20083,10,1,6,1,0,0,0,0,60,0, <=50K
39,2,20084,9,0,9,0,1,0,0,0,40,0, <=50K
27,2,9123,14,0,1,3,0,1,0,0,40,0, <=50K
45,0,20085,14,0,0,0,1,0,0,0,38,0, <=50K
22,5,20086,9,2,11,5,1,1,0,0,40,0, <=50K
31,2,20087,13,0,6,0,2,0,0,0,40,37, <=50K
63,2,20088,9,2,1,0,0,1,0,0,40,0, <=50K
45,2,8413,13,1,1,1,0,0,0,0,50,0, >50K
28,0,11949,10,4,0,4,0,1,0,0,50,0, <=50K
23,2,20089,13,0,5,3,0,1,0,0,40,0, <=50K
50,2,6594,9,1,6,1,0,0,0,0,44,0, >50K
33,2,13036,8,1,12,1,0,0,0,0,40,0, <=50K
22,5,11080,10,0,11,3,0,0,0,0,40,0, <=50K
27,2,20090,13,0,5,0,0,0,13550,0,46,0, >50K
29,2,20091,10,1,7,1,0,0,0,0,40,0, <=50K
36,2,14753,9,2,0,4,0,1,0,0,35,0, <=50K
60,2,20092,2,1,6,1,0,0,0,0,40,5, >50K
46,2,20093,13,1,7,1,0,0,0,0,50,4, <=50K
67,5,20094,14,6,11,0,0,1,0,0,40,0, <=50K
20,5,4085,10,0,11,3,0,1,0,0,15,26, <=50K
23,2,20095,13,0,5,3,0,0,0,0,55,0, <=50K
38,6,20096,9,1,1,1,0,0,0,0,50,0, <=50K
60,2,20097,15,1,1,1,0,0,0,0,40,0, >50K
20,1,3893,10,0,6,0,0,1,0,0,35,0, <=50K
37,2,20098,10,6,9,4,1,1,0,0,48,0, <=50K
37,2,5679,9,0,6,4,0,0,0,0,40,0, <=50K
58,2,20099,9,1,6,1,0,0,0,0,40,0, <=50K
25,2,20100,13,0,6,3,0,0,0,0,30,10, <=50K
27,2,20101,10,0,0,4,0,1,0,0,60,0, <=50K
33,2,20102,10,1,9,1,0,0,0,0,55,0, <=50K
43,0,10239,10,2,0,0,0,1,0,0,40,0, <=50K
21,3,20103,10,0,10,3,1,0,0,0,20,0, <=50K
45,2,20104,9,1,6,1,4,0,0,0,40,5, <=50K
44,2,20105,3,1,9,1,1,0,0,0,40,0, <=50K
52,5,20106,4,1,11,1,0,0,0,0,40,0, <=50K
53,2,20107,9,2,3,0,0,0,4787,0,46,0, >50K
31,2,20108,9,0,4,3,1,1,0,0,20,0, <=50K
18,3,4976,7,0,4,3,2,0,0,0,15,13, <=50K
20,2,2019,9,0,4,3,0,1,0,0,30,0, <=50K
32,2,20109,9,0,9,0,0,0,0,0,40,0, <=50K
48,2,20110,6,1,7,1,1,0,0,0,40,0, <=50K
46,2,20111,9,1,4,1,1,0,0,0,40,0, <=50K
28,2,20112,9,1,9,1,0,0,0,0,50,0, <=50K
27,1,20113,9,0,5,0,1,0,0,0,40,0, <=50K
18,3,20114,10,0,5,3,0,1,0,0,32,0, <=50K
69,1,3672,9,1,1,1,0,0,9386,0,12,0, >50K
50,6,20115,14,1,5,1,0,0,0,0,40,0, >50K
43,2,5598,9,1,9,2,0,1,0,0,40,35, <=50K
32,2,20116,13,2,5,4,0,1,0,0,30,0, <=50K
43,2,9171,9,4,1,0,0,1,0,0,48,0, <=50K
52,1,20117,9,1,5,1,0,0,7688,0,55,0, >50K
50,2,20118,13,1,1,1,0,0,0,0,40,4, >50K
35,2,17757,10,2,1,0,0,1,0,0,40,0, >50K
20,5,5247,9,0,11,3,0,1,0,0,5,0, <=50K
73,5,20119,9,6,11,0,0,1,0,0,65,0, <=50K
46,2,486,9,2,0,3,0,1,0,0,45,0, <=50K
58,2,20120,9,1,7,1,0,0,0,0,60,0, >50K
46,6,3236,15,1,3,1,0,0,15024,0,60,0, >50K
40,2,11267,9,0,6,0,0,0,0,0,50,0, <=50K
25,2,20121,13,0,0,3,0,0,0,0,40,0, <=50K
22,2,20122,12,0,0,0,0,1,0,0,25,0, <=50K
33,3,20123,13,1,3,1,0,0,0,0,40,0, <=50K
49,3,5766,11,1,6,1,0,0,0,0,40,0, <=50K
62,2,20124,6,2,3,4,0,1,0,0,40,0, <=50K
56,4,20125,10,2,12,0,1,0,0,0,48,0, <=50K
24,2,5491,9,0,7,4,0,1,0,0,40,5, <=50K
42,2,20126,9,0,4,0,0,1,0,0,40,0, <=50K
41,2,20127,14,2,1,4,0,1,0,0,40,0, <=50K
23,2,20128,13,0,4,0,0,0,0,0,66,19, <=50K
22,5,20129,10,0,11,3,0,0,0,0,40,0, <=50K
35,2,11924,13,0,0,5,0,0,0,0,40,0, <=50K
42,2,20055,9,3,2,5,2,0,0,0,40,4, <=50K
22,2,13728,9,0,9,3,0,0,0,0,40,5, <=50K
32,1,1747,9,1,6,1,0,0,0,0,50,0, <=50K
25,2,6147,9,0,6,3,0,0,0,0,40,0, <=50K
66,2,20130,3,2,14,0,1,1,0,0,15,0, <=50K
26,0,16576,9,1,12,1,0,0,0,0,38,0, <=50K
46,2,20131,10,2,7,3,0,0,3325,0,55,0, <=50K
55,2,20132,13,1,1,1,0,0,0,0,45,0, >50K
24,2,3544,9,1,6,1,0,0,0,0,40,0, <=50K
25,2,3863,9,0,5,4,0,0,0,0,40,0, <=50K
22,2,20133,10,0,0,0,0,1,0,0,40,0, <=50K
31,2,220,9,0,4,0,0,0,0,0,40,0, <=50K
30,2,2435,9,2,0,0,0,1,0,0,40,0, <=50K
54,2,15832,9,0,4,0,0,0,0,0,15,0, <=50K
19,5,20134,10,0,11,3,0,1,0,0,40,0, <=50K
56,2,2680,5,2,6,0,0,1,0,0,40,0, >50K
47,2,6437,9,1,6,1,2,0,0,0,60,29, <=50K
29,2,20135,9,1,6,1,1,0,0,0,40,0, <=50K
53,2,20136,9,1,6,1,0,0,0,0,40,0, <=50K
22,2,20137,9,0,9,4,1,1,0,0,40,0, <=50K
50,5,20138,13,1,11,1,1,0,0,1902,60,0, >50K
42,2,14594,9,2,1,0,0,1,0,0,40,0, >50K
21,2,18757,10,0,5,5,0,0,0,0,40,0, <=50K
36,6,20139,9,0,4,0,0,1,0,0,70,0, <=50K
60,2,20140,3,1,5,1,0,0,0,0,40,4, >50K
69,2,20141,11,6,5,0,0,1,0,0,25,0, <=50K
31,2,20142,9,1,7,1,3,0,0,0,40,0, <=50K
48,2,7155,10,2,0,4,0,1,0,0,55,0, <=50K
23,2,20143,9,0,1,0,0,1,0,0,40,0, <=50K
24,2,1889,12,4,6,4,2,0,8614,0,40,0, >50K
47,2,20144,9,1,0,1,1,0,0,0,40,0, >50K
36,2,20145,9,0,9,4,3,1,0,0,40,0, <=50K
39,2,10440,12,1,1,1,0,0,0,0,50,0, >50K
22,2,20146,9,0,7,0,0,1,0,0,46,0, <=50K
27,2,20147,13,0,5,0,0,0,10520,0,45,0, >50K
36,2,20148,9,1,9,1,0,0,0,0,40,0, <=50K
54,2,20149,2,1,4,1,0,0,0,0,40,5, <=50K
33,3,20150,9,2,0,4,0,1,0,0,40,0, <=50K
42,2,10823,9,1,3,1,0,0,7688,0,50,0, >50K
52,2,20151,10,1,5,1,0,0,0,0,65,0, <=50K
23,2,6900,13,0,5,3,0,0,0,0,32,0, <=50K
33,2,6908,2,1,2,1,0,0,0,0,40,5, <=50K
30,2,17660,11,2,0,0,0,1,0,0,38,0, <=50K
35,2,20152,11,1,10,1,1,0,0,0,38,2, <=50K
35,5,13047,11,1,11,2,0,1,0,0,20,0, >50K
27,2,18340,9,0,2,3,0,0,0,0,37,0, <=50K
24,2,20153,9,0,4,3,0,0,0,0,35,0, <=50K
44,4,9898,9,1,9,1,0,0,0,0,40,0, <=50K
62,2,20154,11,4,14,0,1,1,0,0,20,0, <=50K
45,2,4535,13,1,1,1,0,0,15024,0,40,0, >50K
75,1,20155,9,1,8,1,0,0,0,0,20,0, <=50K
47,2,466,13,1,3,1,0,0,0,0,50,0, <=50K
64,2,20156,15,1,1,1,0,0,0,0,60,0, <=50K
54,2,20157,9,2,10,0,0,0,0,0,42,0, >50K
41,3,3812,13,1,1,1,0,0,0,0,40,0, >50K
33,2,4675,12,1,6,1,0,0,0,0,40,0, <=50K
20,2,20158,10,0,0,3,0,1,0,0,10,0, <=50K
51,2,2810,13,2,5,0,0,0,0,0,50,0, >50K
45,6,2094,15,0,6,0,0,0,0,0,50,0, >50K
18,5,16978,7,0,11,3,0,0,0,0,72,0, <=50K
43,2,20159,6,1,7,1,0,0,0,0,40,30, <=50K
30,2,10963,9,0,6,3,0,0,0,1504,40,0, <=50K
32,2,19945,9,2,0,3,0,1,0,0,40,0, <=50K
45,2,20160,10,1,6,1,0,0,0,1902,40,4, >50K
61,2,20161,10,2,5,0,0,1,0,0,40,0, <=50K
21,2,5340,2,1,4,5,0,0,0,0,40,9, <=50K
56,2,12399,7,2,6,0,0,0,0,0,49,0, <=50K
28,2,20162,9,0,2,5,0,0,0,0,60,0, <=50K
23,2,14081,10,0,2,3,1,1,0,0,40,0, <=50K
55,2,1911,10,1,7,1,0,0,0,0,84,0, <=50K
27,5,9059,10,1,11,1,0,0,0,419,20,5, <=50K
33,2,8456,9,0,7,0,0,0,0,0,70,0, <=50K
22,2,20163,10,0,0,3,0,1,0,0,20,0, <=50K
43,4,6683,11,1,1,1,0,0,0,0,40,0, <=50K
32,1,20164,9,2,1,4,0,1,0,0,40,0, <=50K
38,2,5432,10,1,5,2,0,1,0,0,40,0, <=50K
18,2,20165,5,0,8,3,0,0,0,0,20,0, <=50K
35,2,9418,10,1,6,1,0,0,0,0,50,0, >50K
67,5,20166,9,6,11,0,0,1,0,0,40,0, <=50K
29,2,20167,9,2,9,3,0,1,0,0,40,0, <=50K
19,2,20168,2,0,2,0,0,0,0,0,55,5, <=50K
39,2,11946,7,1,6,1,0,0,0,0,35,0, <=50K
29,2,9696,10,1,1,1,0,0,0,1887,50,0, >50K
45,6,6292,15,1,3,1,0,0,0,0,55,0, >50K
44,2,12540,10,1,9,1,0,0,3103,0,40,0, >50K
42,4,2391,4,1,6,1,0,0,0,0,40,0, <=50K
34,2,11167,13,0,5,0,0,0,0,0,40,0, <=50K
52,4,12766,13,1,10,1,0,0,0,0,40,0, <=50K
18,5,20169,7,0,11,3,0,0,0,0,25,0, <=50K
64,2,20170,9,1,8,1,0,0,0,0,25,26, <=50K
30,2,20171,13,1,5,1,0,0,0,0,45,0, >50K
43,4,20172,13,2,1,4,0,0,0,0,42,11, <=50K
49,1,20173,10,0,6,4,0,0,0,0,40,0, <=50K
35,2,20174,10,1,3,1,0,0,0,0,40,0, >50K
37,1,3195,15,1,3,1,0,0,0,0,50,0, >50K
49,2,20175,4,1,2,1,0,0,0,0,40,0, <=50K
19,2,20176,7,4,4,3,0,1,0,0,40,0, <=50K
22,2,4999,13,0,1,3,0,0,2202,0,4,0, <=50K
31,2,3947,9,0,4,3,1,0,0,0,40,0, <=50K
26,2,5457,10,1,6,1,0,0,0,0,40,0, <=50K
44,2,16743,10,1,5,1,0,0,0,0,55,0, <=50K
38,2,7894,10,1,4,2,0,1,0,0,40,0, <=50K
33,1,20177,9,1,5,1,0,0,0,0,60,0, <=50K
24,5,20178,9,4,11,4,1,1,0,0,37,0, <=50K
18,2,20179,8,0,4,3,0,0,0,0,20,0, <=50K
32,2,20180,11,6,10,4,1,1,0,0,40,0, <=50K
27,2,20181,9,2,0,0,0,1,0,0,40,0, <=50K
28,0,20182,14,1,1,1,1,0,0,0,40,2, <=50K
30,1,15323,11,0,6,0,0,0,0,0,40,0, <=50K
33,2,20183,9,0,4,0,1,0,0,0,38,0, <=50K
74,2,20184,14,2,5,0,0,1,0,0,10,0, <=50K
36,2,8167,9,0,6,0,2,0,0,0,70,6, <=50K
36,2,13798,12,1,10,1,0,0,0,0,55,0, <=50K
29,2,20185,9,1,0,2,0,1,0,2057,20,0, <=50K
39,2,20186,13,2,1,4,0,1,0,0,45,0, <=50K
25,6,425,13,0,5,0,0,0,0,0,80,0, <=50K
21,2,9295,9,4,8,3,0,0,0,0,40,0, <=50K
39,0,311,11,0,1,4,0,1,0,0,50,0, <=50K
38,2,20187,10,2,3,0,0,1,0,0,32,0, <=50K
20,2,5034,9,0,5,0,2,1,0,0,25,0, <=50K
51,2,19138,9,2,6,0,0,0,0,0,40,0, <=50K
21,2,20188,9,0,0,4,0,1,0,0,40,0, <=50K
36,2,9379,10,0,3,0,0,1,0,0,40,0, <=50K
50,2,20189,9,4,4,4,1,1,0,0,40,0, <=50K
38,2,3254,9,1,1,1,0,0,0,0,55,0, >50K
25,4,20190,13,0,3,0,0,1,0,0,40,0, <=50K
23,2,1795,10,0,5,3,0,1,0,0,15,0, <=50K
36,2,10440,13,1,1,1,0,0,0,0,55,0, >50K
41,2,20191,13,1,3,1,0,0,0,0,40,11, <=50K
34,2,7346,14,0,1,0,0,1,0,0,50,0, <=50K
19,0,20192,10,0,4,3,0,0,0,0,10,0, <=50K
18,2,20193,6,0,4,3,0,1,0,0,3,0, <=50K
36,2,2307,6,2,5,3,0,0,0,0,40,0, <=50K
46,2,1565,10,1,7,1,0,0,0,1887,40,0, >50K
29,2,20194,10,0,6,3,0,0,0,0,45,0, <=50K
23,2,1795,9,0,1,0,0,1,0,0,32,0, <=50K
35,2,13081,9,1,2,1,0,0,0,0,40,0, <=50K
35,2,981,9,0,7,3,0,0,0,0,40,0, <=50K
40,2,20195,9,1,7,1,0,0,0,0,40,0, <=50K
22,2,20196,10,0,7,3,2,0,0,0,40,0, <=50K
19,0,20197,10,0,0,3,0,1,0,0,15,0, <=50K
70,2,9374,7,1,7,1,0,0,0,0,40,0, <=50K
38,2,20198,10,2,7,0,1,0,0,0,55,0, <=50K
35,2,15235,10,1,5,1,0,0,0,0,50,0, <=50K
25,2,12771,10,0,4,3,0,1,0,0,35,0, <=50K
39,2,20199,10,1,6,1,0,0,0,0,45,0, >50K
50,2,20200,16,1,3,1,1,0,0,0,37,4, >50K
43,2,372,12,1,3,1,0,0,0,0,50,0, <=50K
37,3,5862,10,1,0,1,0,0,0,0,40,13, >50K
51,2,1929,9,1,4,1,0,0,7298,0,40,25, >50K
29,5,18024,6,4,11,4,0,1,0,0,12,0, <=50K
20,2,17941,9,0,4,3,1,0,0,0,40,0, <=50K
21,2,12866,10,0,0,0,0,1,0,0,40,0, <=50K
47,2,20201,9,1,2,2,1,1,0,0,40,0, <=50K
44,2,20202,12,2,10,4,0,1,0,0,40,0, <=50K
17,2,20203,5,0,2,3,0,0,0,1719,15,0, <=50K
25,2,12996,7,0,4,0,0,0,0,0,40,0, <=50K
43,0,20204,16,0,3,0,0,1,0,0,40,0, <=50K
46,3,4600,11,1,0,1,0,0,0,0,40,0, >50K
42,2,20205,10,1,9,1,0,0,0,0,60,0, <=50K
46,4,1912,14,2,3,0,3,0,0,0,40,0, <=50K
22,2,1692,10,0,4,0,0,1,0,0,30,0, <=50K
49,2,6425,9,1,7,1,1,0,0,0,40,0, <=50K
21,2,20206,9,1,9,1,0,0,0,0,50,0, <=50K
53,2,20207,14,1,0,2,0,1,0,0,40,0, >50K
43,2,20208,10,2,6,4,0,0,0,0,42,0, <=50K
22,2,20209,9,0,4,3,0,0,0,0,50,0, <=50K
33,2,20210,13,0,3,0,0,1,10520,0,45,0, >50K
28,2,20211,11,0,0,3,0,1,0,0,40,0, <=50K
25,2,2617,10,0,10,4,0,1,0,0,24,0, <=50K
40,2,1060,13,1,1,1,2,0,0,0,40,28, >50K
50,2,13471,10,1,10,1,0,0,0,0,45,0, >50K
48,1,20212,10,2,5,4,0,0,0,0,65,0, >50K
30,2,20213,9,1,9,1,0,0,0,0,40,0, <=50K
33,2,20214,9,3,4,4,1,1,0,0,38,0, <=50K
34,2,20215,10,1,6,1,2,0,0,0,40,13, <=50K
42,2,11018,13,1,0,1,2,0,0,0,40,0, >50K
48,1,17101,10,1,1,1,2,0,0,0,65,0, <=50K
38,2,7345,13,1,3,1,0,0,7688,0,45,0, >50K
29,2,9922,9,1,9,1,0,0,0,0,40,0, <=50K
33,2,20216,6,0,2,0,0,0,0,0,40,0, <=50K
64,2,3435,13,2,1,0,0,0,27828,0,55,0, >50K
44,2,20217,11,1,7,2,0,1,0,0,25,0, <=50K
42,3,7541,13,1,1,1,0,0,7298,0,50,0, >50K
49,2,7822,9,1,9,1,0,0,0,0,45,0, <=50K
